route_id,origin,destination,total_passengers,weight
AGARTALA-BHUBANESWAR,AGARTALA,BHUBANESWAR,52.0,1e-06
HISAR-NANDED,HISAR,NANDED,61.0,1e-06
GUWAHATI-PATNA,GUWAHATI,PATNA,133.0,1e-06
DURGAPUR-KOLKATA,DURGAPUR,KOLKATA,135.0,1e-06
JAMSHEDPUR-KOLKATA,JAMSHEDPUR,KOLKATA,110.0,1e-06
GUWAHATI-RAIPUR,GUWAHATI,RAIPUR,76.0,1e-06
BHUBANESWAR-ITANAGAR,BHUBANESWAR,ITANAGAR,100.0,1e-06
DHARAMSALA-JAIPUR,DHARAMSALA,JAIPUR,127.0,1e-06
KOLKATA-UDAIPUR,KOLKATA,UDAIPUR,106.0,1e-06
AIZAWL-JAIPUR,AIZAWL,JAIPUR,141.0,1e-06
AHMEDABAD-TIRUPATI,AHMEDABAD,TIRUPATI,144.0,1e-06
COOCH BEHAR-KOLKATA,COOCH BEHAR,KOLKATA,106.0,1e-06
AGRA-DELHI,AGRA,DELHI,77.0,1e-06
GOA-KOLHAPUR,GOA,KOLHAPUR,68.0,1e-06
KESHOD-PORBANDAR,KESHOD,PORBANDAR,70.0,1e-06
AIZAWL-CHANDIGARH,AIZAWL,CHANDIGARH,1.0,0.0
GOA-VIJAYWADA,GOA,VIJAYWADA,12.0,0.0
GOA-PORBANDAR,GOA,PORBANDAR,1.0,0.0
BAGDOGRA-RANCHI,BAGDOGRA,RANCHI,7.0,0.0
INDORE-KISHANGARH,INDORE,KISHANGARH,11.0,0.0
BAGDOGRA-JAIPUR,BAGDOGRA,JAIPUR,8.0,0.0
CHENNAI-JAISALMER,CHENNAI,JAISALMER,13.0,0.0
LUCKNOW-VADODARA,LUCKNOW,VADODARA,30.0,0.0
PUNE-VIJAYWADA,PUNE,VIJAYWADA,6.0,0.0
BELGAUM-GOA,BELGAUM,GOA,43.0,0.0
RAIPUR-SURAT,RAIPUR,SURAT,14.0,0.0
CHANDIGARH-KULLU,CHANDIGARH,KULLU,46.0,0.0
GUWAHATI-VARANASI,GUWAHATI,VARANASI,13.0,0.0
REWA-VADODARA,REWA,VADODARA,9.0,0.0
CHENNAI-JABALPUR,CHENNAI,JABALPUR,9.0,0.0
SURAT-THIRUVANANTHAPURAM,SURAT,THIRUVANANTHAPURAM,9.0,0.0
SURAT-VARANASI,SURAT,VARANASI,28.0,0.0
HIRASAR-INDORE,HIRASAR,INDORE,14.0,0.0
THIRUVANANTHAPURAM-VISHAKHAPATNAM,THIRUVANANTHAPURAM,VISHAKHAPATNAM,38.0,0.0
HIRASAR-LUCKNOW,HIRASAR,LUCKNOW,3.0,0.0
CHENNAI-DEOGHAR,CHENNAI,DEOGHAR,5.0,0.0
AURANGABAD-CHENNAI,AURANGABAD,CHENNAI,15.0,0.0
AHMEDABAD-PORBANDAR,AHMEDABAD,PORBANDAR,23.0,0.0
NAGPUR-NASHIK,NAGPUR,NASHIK,2.0,0.0
INDORE-TIRUPATI,INDORE,TIRUPATI,5.0,0.0
INDORE-VADODARA,INDORE,VADODARA,27.0,0.0
LUCKNOW-NASHIK,LUCKNOW,NASHIK,3.0,0.0
LUCKNOW-NAGPUR,LUCKNOW,NAGPUR,37.0,0.0
BHUBANESWAR-SRINAGAR,BHUBANESWAR,SRINAGAR,4.0,0.0
LEH-LUCKNOW,LEH,LUCKNOW,16.0,0.0
KOZHIKODE-PUNE,KOZHIKODE,PUNE,9.0,0.0
COIMBATORE-LUCKNOW,COIMBATORE,LUCKNOW,40.0,0.0
KOLKATA-TIRUCHIRAPPALLI,KOLKATA,TIRUCHIRAPPALLI,2.0,0.0
KOLKATA-THIRUVANANTHAPURAM,KOLKATA,THIRUVANANTHAPURAM,3.0,0.0
AGRA-VARANASI,AGRA,VARANASI,19.0,0.0
BHUBANESWAR-JORHAT,BHUBANESWAR,JORHAT,20.0,0.0
KOCHI-NAGPUR,KOCHI,NAGPUR,21.0,0.0
BHUBANESWAR-COIMBATORE,BHUBANESWAR,COIMBATORE,2.0,0.0
AGARTALA-RANCHI,AGARTALA,RANCHI,5.0,0.0
MUMBAI-SILCHAR,MUMBAI,SILCHAR,5.0,0.0
KHAJURAHO-MUMBAI,KHAJURAHO,MUMBAI,18.0,0.0
AGARTALA-MUMBAI,AGARTALA,MUMBAI,10.0,0.0
AGARTALA-LUCKNOW,AGARTALA,LUCKNOW,1.0,0.0
DELHI-NANDED,DELHI,NANDED,38.0,0.0
JAMNAGAR-KOLKATA,JAMNAGAR,KOLKATA,13.0,0.0
JAMMU-LUCKNOW,JAMMU,LUCKNOW,2.0,0.0
JAISALMER-UDAIPUR,JAISALMER,UDAIPUR,16.0,0.0
DURGAPUR-LUCKNOW,DURGAPUR,LUCKNOW,2.0,0.0
JAIPUR-RANCHI,JAIPUR,RANCHI,19.0,0.0
JABALPUR-NAGPUR,JABALPUR,NAGPUR,31.0,0.0
NAGPUR-RAIPUR,NAGPUR,RAIPUR,8.0,0.0
HIRASAR-VADODARA,HIRASAR,VADODARA,1.0,0.0
